Date,portfolio,Mkt-RF,SMB,HML,RF
2021-05,0.0022246422449501146,0.29,-0.28,7.04,0.0
2021-06,0.04106540205279785,2.75,1.76,-7.82,0.0
2021-07,0.02132202728529653,1.27,-3.96,-1.74,0.0
2021-08,0.04540722133472408,2.91,-0.46,-0.15,0.0
2021-09,-0.05991020350111109,-4.37,0.75,5.06,0.0
2021-10,0.0695697491570173,6.65,-2.3,-0.48,0.0
2021-11,-0.0009929734532161394,-1.55,-1.36,-0.42,0.0
2021-12,-0.06759453013728955,3.1,-1.6,3.22,0.01
2022-01,-0.0019821942958047067,-6.25,-5.93,12.74,0.0
2022-02,-0.060975574177062786,-2.29,2.18,3.09,0.0
2022-03,0.046270993867880916,3.06,-1.61,-1.82,0.0
2022-04,-0.11556887526968429,-9.44,-1.4,6.16,0.0
